epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,9975.04,0.7143,0.56594,1.16312,0.96594,0.92327,0.96962,0.80551,0.71719,0.40083,1.09865,0.007756,0.007756,0.007756
36,10215.4,0.71291,0.5554,1.15669,0.96487,0.92452,0.96913,0.80792,0.71563,0.40137,1.09801,0.00769,0.00769,0.00769
37,10456.2,0.70147,0.55119,1.15383,0.97498,0.92279,0.97124,0.80688,0.71358,0.39504,1.09578,0.007624,0.007624,0.007624
38,10697,0.70442,0.5476,1.15536,0.97564,0.92057,0.97199,0.81072,0.70901,0.39557,1.09403,0.007558,0.007558,0.007558
39,10938.2,0.68884,0.53548,1.14455,0.97307,0.91663,0.97106,0.81463,0.70711,0.39402,1.09201,0.007492,0.007492,0.007492
40,11179.8,0.69629,0.5455,1.14586,0.96681,0.91962,0.96878,0.81397,0.70186,0.38839,1.08698,0.007426,0.007426,0.007426
41,11421,0.68763,0.53839,1.1407,0.96896,0.9241,0.96896,0.81507,0.69535,0.39027,1.07898,0.00736,0.00736,0.00736
42,11659.4,0.68019,0.52857,1.13708,0.96322,0.93026,0.9685,0.81553,0.69575,0.38919,1.07823,0.007294,0.007294,0.007294
43,11842.7,0.6873,0.53609,1.13958,0.96228,0.92748,0.96856,0.81619,0.69288,0.39081,1.07895,0.007228,0.007228,0.007228
44,12026,0.6726,0.51556,1.13413,0.96803,0.92602,0.96978,0.81842,0.69094,0.38433,1.07654,0.007162,0.007162,0.007162
45,12208.8,0.67502,0.52133,1.13247,0.96994,0.926,0.97062,0.81886,0.68965,0.38166,1.07359,0.007096,0.007096,0.007096
46,12390.1,0.66991,0.51507,1.12954,0.96496,0.92551,0.97103,0.82039,0.68866,0.37774,1.07303,0.00703,0.00703,0.00703
47,12573.2,0.66546,0.51494,1.13,0.96535,0.92551,0.97159,0.82098,0.68716,0.37722,1.07226,0.006964,0.006964,0.006964
48,12755.5,0.66133,0.50599,1.1254,0.96796,0.9241,0.97147,0.82092,0.68512,0.37621,1.07088,0.006898,0.006898,0.006898
49,12938.7,0.66439,0.50191,1.12462,0.96472,0.93077,0.97162,0.82321,0.68112,0.37279,1.06818,0.006832,0.006832,0.006832
50,13121.7,0.66313,0.51245,1.12198,0.96613,0.9287,0.97142,0.82413,0.68198,0.37214,1.06773,0.006766,0.006766,0.006766
51,13304.1,0.64622,0.49028,1.11073,0.96763,0.92904,0.97207,0.82504,0.67974,0.36852,1.06525,0.0067,0.0067,0.0067
52,13487.5,0.65174,0.49233,1.11756,0.96865,0.92993,0.9737,0.82583,0.68053,0.36682,1.06649,0.006634,0.006634,0.006634
53,13670.9,0.65285,0.49473,1.11751,0.96925,0.92945,0.97236,0.82624,0.67914,0.3653,1.06544,0.006568,0.006568,0.006568
54,13854.3,0.64664,0.49235,1.11315,0.96873,0.92896,0.97314,0.82672,0.67733,0.36457,1.06462,0.006502,0.006502,0.006502
55,14037.7,0.63781,0.48322,1.10984,0.9711,0.92825,0.97359,0.82751,0.67635,0.36418,1.06377,0.006436,0.006436,0.006436
56,14221.1,0.63987,0.47822,1.11078,0.9726,0.92798,0.97338,0.82771,0.67695,0.36405,1.06456,0.00637,0.00637,0.00637
57,14404.4,0.64181,0.47965,1.11067,0.96814,0.93241,0.97376,0.82746,0.6757,0.36223,1.06358,0.006304,0.006304,0.006304
58,14587.9,0.63796,0.47629,1.10605,0.96787,0.93618,0.97462,0.82848,0.67414,0.36008,1.06183,0.006238,0.006238,0.006238
59,14771.1,0.62832,0.46892,1.09997,0.96883,0.93533,0.97476,0.82917,0.67291,0.36007,1.06054,0.006172,0.006172,0.006172
60,14954.6,0.62978,0.47554,1.10338,0.96881,0.9348,0.97425,0.82956,0.67206,0.35994,1.05951,0.006106,0.006106,0.006106
61,15137.9,0.62731,0.46723,1.09953,0.96877,0.93389,0.97437,0.831,0.67116,0.35938,1.05864,0.00604,0.00604,0.00604
62,15321.6,0.62418,0.46558,1.09798,0.96925,0.93294,0.97385,0.83034,0.66987,0.35906,1.05768,0.005974,0.005974,0.005974
63,15504.8,0.62897,0.46524,1.09717,0.96972,0.93203,0.97435,0.83125,0.66845,0.35925,1.0572,0.005908,0.005908,0.005908
64,15687.5,0.61851,0.45661,1.09152,0.96974,0.93269,0.97384,0.832,0.66742,0.35831,1.05605,0.005842,0.005842,0.005842
65,15870.6,0.61465,0.45375,1.09366,0.97221,0.93182,0.97428,0.83316,0.66642,0.35749,1.0553,0.005776,0.005776,0.005776
66,16054.1,0.61422,0.45128,1.08885,0.97299,0.93143,0.97409,0.83283,0.66624,0.35719,1.05517,0.00571,0.00571,0.00571
67,16237.5,0.60632,0.44981,1.08527,0.97102,0.93241,0.97422,0.83298,0.66518,0.35793,1.0548,0.005644,0.005644,0.005644
68,16420.9,0.6049,0.44808,1.08442,0.9732,0.93157,0.97429,0.83383,0.66544,0.35721,1.0549,0.005578,0.005578,0.005578
69,16604.5,0.61137,0.44667,1.08744,0.97074,0.93278,0.97429,0.83432,0.66401,0.35668,1.05375,0.005512,0.005512,0.005512
70,16787.7,0.60618,0.44408,1.08314,0.96886,0.93643,0.97426,0.83379,0.66351,0.3562,1.05366,0.005446,0.005446,0.005446
71,16971,0.60098,0.43734,1.08467,0.97095,0.93636,0.97437,0.83471,0.66318,0.35491,1.05359,0.00538,0.00538,0.00538
72,17155.8,0.59585,0.43965,1.07862,0.96883,0.9353,0.97402,0.83462,0.66286,0.35409,1.05364,0.005314,0.005314,0.005314
73,17338.9,0.5906,0.43529,1.076,0.96785,0.93563,0.97373,0.83458,0.66306,0.3537,1.05397,0.005248,0.005248,0.005248
74,17522.2,0.58993,0.43056,1.07207,0.96883,0.93542,0.9739,0.8348,0.66275,0.35342,1.05388,0.005182,0.005182,0.005182
75,17705.1,0.59263,0.42985,1.07455,0.96985,0.93389,0.97389,0.83423,0.66273,0.35325,1.05417,0.005116,0.005116,0.005116
76,17888.2,0.58564,0.42872,1.07245,0.97194,0.93439,0.97447,0.83446,0.66206,0.35274,1.05372,0.00505,0.00505,0.00505
77,18071.6,0.58699,0.42362,1.07374,0.97089,0.9334,0.9746,0.8352,0.66126,0.35139,1.05328,0.004984,0.004984,0.004984
78,18255.5,0.58978,0.4253,1.07166,0.96941,0.9334,0.97419,0.83546,0.66042,0.3508,1.05258,0.004918,0.004918,0.004918
79,18438.9,0.58044,0.42015,1.06748,0.96907,0.93537,0.97433,0.83603,0.6596,0.34966,1.05201,0.004852,0.004852,0.004852
80,18622.2,0.57364,0.41281,1.06402,0.96972,0.93685,0.97549,0.83646,0.65905,0.34854,1.05161,0.004786,0.004786,0.004786
81,18805.9,0.58,0.42143,1.06703,0.96835,0.93784,0.97565,0.83633,0.65826,0.34845,1.05077,0.00472,0.00472,0.00472
82,18989.2,0.57105,0.41513,1.0589,0.97231,0.93291,0.9753,0.83652,0.65765,0.34841,1.05013,0.004654,0.004654,0.004654
83,19173,0.57279,0.41326,1.0634,0.97566,0.92931,0.97536,0.83653,0.65686,0.34773,1.0495,0.004588,0.004588,0.004588
84,19356.8,0.568,0.41373,1.06243,0.9654,0.9408,0.97516,0.8376,0.65623,0.34772,1.04876,0.004522,0.004522,0.004522
85,19540.5,0.56258,0.40681,1.0563,0.966,0.9392,0.97499,0.83768,0.65602,0.34818,1.04847,0.004456,0.004456,0.004456
86,19724,0.56244,0.40556,1.05554,0.96689,0.9364,0.97436,0.83768,0.65543,0.34791,1.04819,0.00439,0.00439,0.00439
87,19907.3,0.56377,0.40635,1.05711,0.96752,0.93587,0.97387,0.83787,0.65471,0.34798,1.04775,0.004324,0.004324,0.004324
88,20091.4,0.55425,0.3947,1.05148,0.9669,0.93677,0.97354,0.83847,0.65442,0.34722,1.04719,0.004258,0.004258,0.004258
89,20274.9,0.55787,0.39959,1.05465,0.96692,0.93784,0.97353,0.83913,0.65378,0.34727,1.0464,0.004192,0.004192,0.004192
90,20458.4,0.55167,0.39275,1.05298,0.96595,0.93758,0.97352,0.83932,0.65305,0.34704,1.04566,0.004126,0.004126,0.004126
91,20642.3,0.55471,0.39839,1.05439,0.96545,0.93784,0.97363,0.83934,0.65289,0.34737,1.04525,0.00406,0.00406,0.00406
92,20826.3,0.54556,0.3899,1.04737,0.96976,0.93352,0.97402,0.84006,0.65248,0.34751,1.04481,0.003994,0.003994,0.003994
93,21010.5,0.55177,0.39071,1.05051,0.97123,0.93488,0.97441,0.84046,0.65212,0.34783,1.0446,0.003928,0.003928,0.003928
94,21194.7,0.53851,0.3841,1.04491,0.97228,0.93444,0.97449,0.84064,0.65182,0.34741,1.04436,0.003862,0.003862,0.003862
95,21378.6,0.53654,0.37969,1.03992,0.97051,0.93636,0.97412,0.84086,0.652,0.34745,1.04476,0.003796,0.003796,0.003796
96,21562.3,0.54373,0.38315,1.04562,0.97314,0.93439,0.9742,0.84142,0.65188,0.34757,1.04469,0.00373,0.00373,0.00373
97,21745.9,0.53311,0.37576,1.03859,0.97343,0.93537,0.97425,0.84203,0.65082,0.34669,1.04374,0.003664,0.003664,0.003664
98,21929.6,0.53248,0.37624,1.03826,0.97283,0.93389,0.97379,0.84183,0.65012,0.34588,1.04338,0.003598,0.003598,0.003598
99,22113.1,0.53393,0.37716,1.03603,0.97184,0.93658,0.97366,0.8413,0.64964,0.34491,1.04328,0.003532,0.003532,0.003532
100,22296,0.52377,0.36849,1.03405,0.97163,0.93685,0.97359,0.84223,0.64945,0.34403,1.04355,0.003466,0.003466,0.003466
101,22479.5,0.52185,0.36713,1.03029,0.97324,0.93735,0.97388,0.84296,0.64931,0.34411,1.04357,0.0034,0.0034,0.0034
102,22662.9,0.52187,0.36765,1.03101,0.97387,0.93758,0.97389,0.843,0.64874,0.34352,1.04309,0.003334,0.003334,0.003334
103,22846.3,0.51807,0.3646,1.03266,0.97288,0.93537,0.97343,0.84327,0.64825,0.34318,1.04255,0.003268,0.003268,0.003268
104,23029.7,0.51496,0.36287,1.02803,0.97429,0.93474,0.97378,0.84333,0.64813,0.34392,1.04256,0.003202,0.003202,0.003202
105,23212.9,0.51242,0.35986,1.02849,0.97524,0.93265,0.97386,0.84393,0.64826,0.34463,1.04274,0.003136,0.003136,0.003136
106,23396,0.51231,0.36246,1.02565,0.9738,0.93522,0.97403,0.84407,0.64809,0.34495,1.04307,0.00307,0.00307,0.00307
107,23579.3,0.51489,0.35604,1.02488,0.97351,0.93587,0.97423,0.84493,0.64845,0.3459,1.04384,0.003004,0.003004,0.003004
108,23762.5,0.5077,0.3561,1.02539,0.97233,0.93603,0.97436,0.84562,0.64893,0.34622,1.04453,0.002938,0.002938,0.002938
109,23945.7,0.50342,0.35143,1.01876,0.97284,0.93643,0.97438,0.8469,0.64872,0.34666,1.04473,0.002872,0.002872,0.002872
110,24129.2,0.50581,0.3537,1.02328,0.97261,0.93587,0.97446,0.84701,0.64868,0.34682,1.04452,0.002806,0.002806,0.002806
111,24312.3,0.49341,0.34185,1.01666,0.97232,0.93567,0.9743,0.84708,0.64893,0.34797,1.045,0.00274,0.00274,0.00274
112,24495.8,0.50032,0.34892,1.02046,0.97112,0.93587,0.97421,0.84685,0.64893,0.3474,1.04504,0.002674,0.002674,0.002674
113,24678.6,0.49304,0.34086,1.01614,0.97262,0.93537,0.97363,0.84716,0.64895,0.34751,1.04518,0.002608,0.002608,0.002608
114,24861.9,0.48838,0.34055,1.01576,0.97361,0.93488,0.9734,0.84768,0.64913,0.34768,1.04551,0.002542,0.002542,0.002542
115,25045.2,0.48897,0.33558,1.00986,0.97328,0.93458,0.97331,0.84834,0.64915,0.34757,1.04571,0.002476,0.002476,0.002476
116,25228.5,0.48682,0.33453,1.01202,0.97426,0.93366,0.97326,0.84785,0.64958,0.34815,1.04604,0.00241,0.00241,0.00241
117,25411.8,0.48045,0.33128,1.00947,0.97472,0.93205,0.97388,0.84886,0.64958,0.3495,1.0458,0.002344,0.002344,0.002344
118,25595.3,0.47744,0.32867,1.00919,0.97673,0.93181,0.97324,0.84822,0.64976,0.35007,1.04571,0.002278,0.002278,0.002278
119,25778.5,0.47382,0.3238,1.00366,0.97822,0.93068,0.9732,0.84907,0.65008,0.35054,1.04606,0.002212,0.002212,0.002212
120,25961.8,0.47453,0.32815,1.00373,0.97927,0.93044,0.97315,0.84985,0.65054,0.35026,1.0467,0.002146,0.002146,0.002146
121,26146.2,0.47238,0.32677,1.005,0.97979,0.93093,0.97317,0.84929,0.65065,0.34978,1.04685,0.00208,0.00208,0.00208
122,26329.6,0.46554,0.32058,0.99966,0.97923,0.9304,0.97297,0.84951,0.65145,0.3511,1.04766,0.002014,0.002014,0.002014
123,26513.1,0.46661,0.32125,1.00224,0.97821,0.92998,0.9729,0.85,0.65155,0.3508,1.04778,0.001948,0.001948,0.001948
124,26696.6,0.45893,0.31471,0.99832,0.97865,0.93093,0.97287,0.85032,0.65185,0.35044,1.04803,0.001882,0.001882,0.001882
125,26880,0.46525,0.31683,0.9995,0.97775,0.93093,0.97299,0.85088,0.65199,0.35079,1.04806,0.001816,0.001816,0.001816
126,27063.9,0.45622,0.31283,0.99829,0.97774,0.92995,0.97261,0.85095,0.65174,0.35067,1.04762,0.00175,0.00175,0.00175
127,27247.2,0.45633,0.31257,0.99297,0.97621,0.93143,0.97287,0.85141,0.65225,0.35096,1.04799,0.001684,0.001684,0.001684
128,27430.5,0.45645,0.31086,0.99724,0.97621,0.93105,0.97327,0.85139,0.65238,0.35152,1.0481,0.001618,0.001618,0.001618
129,27614,0.4461,0.30524,0.99115,0.97575,0.93093,0.9729,0.8514,0.6527,0.35186,1.04844,0.001552,0.001552,0.001552
130,27797.4,0.44436,0.30611,0.98886,0.97668,0.9298,0.97319,0.85189,0.65271,0.35248,1.04852,0.001486,0.001486,0.001486
131,27980.9,0.44481,0.30217,0.99016,0.97619,0.93054,0.97423,0.85195,0.65245,0.35261,1.04824,0.00142,0.00142,0.00142
132,28164.4,0.44359,0.30151,0.99168,0.97718,0.92951,0.97365,0.85271,0.65208,0.35361,1.04778,0.001354,0.001354,0.001354
133,28347.8,0.43828,0.29888,0.98487,0.97617,0.93093,0.97378,0.85219,0.65186,0.35373,1.04765,0.001288,0.001288,0.001288
134,28530.8,0.43587,0.29884,0.98591,0.9747,0.93118,0.97399,0.8523,0.6519,0.35342,1.04776,0.001222,0.001222,0.001222
135,28714.1,0.43019,0.29363,0.98305,0.97462,0.92828,0.97342,0.8529,0.65212,0.35393,1.04784,0.001156,0.001156,0.001156
136,28897.9,0.43017,0.29149,0.98216,0.98089,0.92304,0.97353,0.85336,0.65192,0.35397,1.04748,0.00109,0.00109,0.00109
137,29081.5,0.4253,0.28646,0.98134,0.97986,0.92304,0.97294,0.853,0.65197,0.35385,1.04789,0.001024,0.001024,0.001024
138,29264.7,0.42121,0.28616,0.97814,0.98023,0.92304,0.9732,0.85318,0.65223,0.35478,1.04803,0.000958,0.000958,0.000958
139,29447.9,0.42618,0.28573,0.97943,0.97959,0.92349,0.97274,0.85386,0.65205,0.35457,1.04776,0.000892,0.000892,0.000892
140,29631.7,0.41825,0.28139,0.97828,0.9796,0.92372,0.97309,0.85438,0.65171,0.35482,1.04774,0.000826,0.000826,0.000826
141,29836.8,0.36006,0.20672,0.92276,0.9789,0.92205,0.9721,0.85401,0.65108,0.35473,1.04723,0.00076,0.00076,0.00076
142,30016.9,0.35124,0.19832,0.91868,0.97886,0.92205,0.97215,0.85463,0.65047,0.35485,1.0469,0.000694,0.000694,0.000694
143,30196.9,0.34299,0.19387,0.91219,0.97983,0.92255,0.97268,0.85456,0.64997,0.3553,1.04664,0.000628,0.000628,0.000628
144,30376.7,0.33845,0.19314,0.90997,0.97927,0.92205,0.97222,0.85457,0.65017,0.35606,1.04692,0.000562,0.000562,0.000562
145,30556.5,0.33444,0.18724,0.90838,0.97855,0.92264,0.97162,0.85512,0.65,0.35592,1.04688,0.000496,0.000496,0.000496
146,30736.3,0.33034,0.18449,0.9053,0.97866,0.92255,0.97164,0.85533,0.64979,0.35624,1.04666,0.00043,0.00043,0.00043
147,30916.5,0.32511,0.18203,0.90547,0.9782,0.92255,0.9716,0.8554,0.64943,0.35725,1.04666,0.000364,0.000364,0.000364
148,31096.3,0.32341,0.17959,0.90393,0.97705,0.92255,0.97151,0.85562,0.64922,0.35769,1.04689,0.000298,0.000298,0.000298
149,31276.2,0.31735,0.17524,0.90208,0.97701,0.92263,0.97137,0.8562,0.64885,0.35788,1.04674,0.000232,0.000232,0.000232
150,31456.1,0.31708,0.17607,0.9016,0.97814,0.92205,0.9713,0.85638,0.64859,0.35776,1.04676,0.000166,0.000166,0.000166
