epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,7351.2,0.41192,0.38568,0.97815,0.86054,0.83699,0.91169,0.83205,0.44326,0.77868,0.83978,0.004159,0.004159,0.004159
61,7473.75,0.40646,0.37787,0.97452,0.84796,0.83819,0.91109,0.83804,0.4506,0.5822,0.85091,0.00406,0.00406,0.00406
62,7596.67,0.40783,0.38088,0.97824,0.94552,0.80155,0.90707,0.83896,0.44003,0.5697,0.83991,0.003961,0.003961,0.003961
63,7719.35,0.40102,0.36942,0.97339,0.94946,0.77842,0.90632,0.82525,0.45344,0.63697,0.85947,0.003862,0.003862,0.003862
64,7841.69,0.39832,0.3681,0.97015,0.84728,0.82717,0.90756,0.82963,0.44782,0.64693,0.85493,0.003763,0.003763,0.003763
65,7964.35,0.3996,0.37067,0.97316,0.91109,0.78126,0.91072,0.83295,0.43825,0.58789,0.84011,0.003664,0.003664,0.003664
66,8087.12,0.39544,0.36234,0.96723,0.86723,0.81905,0.91309,0.84082,0.43718,0.57033,0.83667,0.003565,0.003565,0.003565
67,8209.96,0.38454,0.36006,0.96632,0.88087,0.83003,0.90675,0.83236,0.43278,0.57396,0.82728,0.003466,0.003466,0.003466
68,8332.7,0.38841,0.35536,0.96642,0.88333,0.83119,0.90892,0.83511,0.43536,0.61372,0.82709,0.003367,0.003367,0.003367
69,8455.35,0.38226,0.34839,0.96419,0.91709,0.82853,0.90818,0.83696,0.4336,0.68838,0.8261,0.003268,0.003268,0.003268
70,8577.49,0.38419,0.35558,0.96611,0.92721,0.83062,0.91114,0.83597,0.42742,0.68105,0.81957,0.003169,0.003169,0.003169
71,8699.82,0.38055,0.34715,0.96169,0.92146,0.83165,0.90869,0.83295,0.4238,0.68269,0.81965,0.00307,0.00307,0.00307
72,8822.22,0.37349,0.3417,0.96006,0.91308,0.83285,0.91,0.83335,0.41808,0.64147,0.81489,0.002971,0.002971,0.002971
73,8944.61,0.37227,0.33645,0.95754,0.91909,0.82956,0.90891,0.83096,0.41981,0.61155,0.8182,0.002872,0.002872,0.002872
74,9066.65,0.37252,0.33532,0.95678,0.92184,0.82378,0.91153,0.83772,0.41695,0.59996,0.81749,0.002773,0.002773,0.002773
75,9189.14,0.36706,0.33349,0.95822,0.9237,0.81882,0.91281,0.84286,0.41819,0.5962,0.82137,0.002674,0.002674,0.002674
76,9311.95,0.36061,0.32726,0.95161,0.9281,0.81879,0.91222,0.84555,0.42858,0.61894,0.83278,0.002575,0.002575,0.002575
77,9434.67,0.35662,0.32298,0.95209,0.94622,0.81363,0.91443,0.84917,0.42646,0.62046,0.83365,0.002476,0.002476,0.002476
78,9557.1,0.35722,0.32534,0.95104,0.95465,0.81405,0.9143,0.84925,0.4264,0.63435,0.83557,0.002377,0.002377,0.002377
79,9679.23,0.35142,0.32026,0.94955,0.95987,0.81472,0.91163,0.84674,0.42331,0.64592,0.83096,0.002278,0.002278,0.002278
80,9801.36,0.34656,0.3164,0.94678,0.96064,0.81649,0.91138,0.84623,0.41678,0.62169,0.82234,0.002179,0.002179,0.002179
81,9923.65,0.34508,0.30931,0.94457,0.96139,0.81624,0.91222,0.84254,0.42536,0.59237,0.83559,0.00208,0.00208,0.00208
82,10046.2,0.34487,0.31225,0.94483,0.97437,0.81204,0.9122,0.84197,0.42304,0.57948,0.83399,0.001981,0.001981,0.001981
83,10168.5,0.33634,0.30601,0.94034,0.9689,0.81441,0.91272,0.84219,0.4191,0.55712,0.83045,0.001882,0.001882,0.001882
84,10290.9,0.33931,0.30246,0.94187,0.9551,0.81426,0.91203,0.84272,0.42007,0.5513,0.83083,0.001783,0.001783,0.001783
85,10413.5,0.342,0.30737,0.94529,0.95393,0.81441,0.91375,0.84313,0.42265,0.53391,0.83237,0.001684,0.001684,0.001684
86,10535.5,0.32941,0.29714,0.93872,0.93711,0.82142,0.91352,0.84307,0.42368,0.52649,0.83344,0.001585,0.001585,0.001585
87,10657.8,0.33119,0.29801,0.9407,0.92605,0.83101,0.91335,0.84358,0.42302,0.5207,0.83366,0.001486,0.001486,0.001486
88,10780.4,0.3305,0.29561,0.93711,0.9273,0.83159,0.91351,0.84112,0.40939,0.51728,0.8141,0.001387,0.001387,0.001387
89,10902.4,0.32424,0.29156,0.93616,0.92586,0.83128,0.9134,0.84451,0.41016,0.52141,0.81506,0.001288,0.001288,0.001288
90,11024.6,0.32073,0.28645,0.93619,0.92427,0.8331,0.91352,0.84515,0.40985,0.52212,0.815,0.001189,0.001189,0.001189
91,11171.2,0.28939,0.23526,0.90803,0.92644,0.83159,0.91454,0.84279,0.40667,0.50935,0.81319,0.00109,0.00109,0.00109
92,11291.6,0.28104,0.22392,0.90335,0.92508,0.83347,0.91464,0.83942,0.40445,0.49762,0.81125,0.000991,0.000991,0.000991
93,11411.9,0.27823,0.2222,0.90777,0.9274,0.83156,0.91505,0.84343,0.40339,0.48393,0.81035,0.000892,0.000892,0.000892
94,11532.5,0.27211,0.21914,0.90112,0.92805,0.83189,0.91427,0.84361,0.40114,0.47253,0.8079,0.000793,0.000793,0.000793
95,11653.4,0.26628,0.21404,0.89552,0.92692,0.83379,0.91415,0.8432,0.4003,0.46329,0.80745,0.000694,0.000694,0.000694
96,11773.8,0.26017,0.20795,0.89475,0.92763,0.83419,0.9141,0.84323,0.39938,0.45568,0.80629,0.000595,0.000595,0.000595
97,11894.5,0.25612,0.20679,0.89264,0.92887,0.83414,0.91428,0.84367,0.39888,0.45376,0.80604,0.000496,0.000496,0.000496
98,12015.6,0.25481,0.20488,0.89299,0.93,0.83416,0.91262,0.84087,0.39958,0.45124,0.80667,0.000397,0.000397,0.000397
99,12136.2,0.24905,0.19816,0.88967,0.92965,0.83396,0.91547,0.84455,0.39927,0.45074,0.80737,0.000298,0.000298,0.000298
100,12256.6,0.24524,0.19754,0.88642,0.92948,0.83389,0.91537,0.8448,0.40036,0.45138,0.8088,0.000199,0.000199,0.000199
