epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,1575.14,0.75941,0.70678,1.15119,0.95399,0.87788,0.95335,0.82058,0.6067,0.47223,1.05438,0.008713,0.008713,0.008713
15,1684.58,0.7404,0.68646,1.13684,0.94039,0.89437,0.95749,0.84103,0.56107,0.44488,1.01158,0.008614,0.008614,0.008614
16,1794.02,0.72995,0.67243,1.13146,0.93757,0.91792,0.96448,0.85365,0.55849,0.40421,1.02621,0.008515,0.008515,0.008515
17,1902.34,0.7103,0.6469,1.12258,0.95623,0.87988,0.95655,0.85191,0.52715,0.4194,0.98481,0.008416,0.008416,0.008416
18,2010.78,0.69066,0.61863,1.11101,0.96603,0.92209,0.97142,0.87136,0.51112,0.3699,0.97816,0.008317,0.008317,0.008317
19,2119.73,0.67427,0.59821,1.1001,0.97007,0.90899,0.96663,0.85817,0.51371,0.3729,0.98245,0.008218,0.008218,0.008218
20,2228.33,0.67344,0.60096,1.09729,0.95322,0.93688,0.97159,0.88026,0.48643,0.35039,0.96272,0.008119,0.008119,0.008119
21,2336.01,0.65795,0.57564,1.08916,0.95817,0.94134,0.97483,0.89149,0.45033,0.3268,0.93161,0.00802,0.00802,0.00802
22,2446.19,0.64376,0.56317,1.07883,0.95918,0.93982,0.97479,0.89478,0.45178,0.31836,0.9325,0.007921,0.007921,0.007921
23,2556.61,0.64091,0.55401,1.07888,0.97263,0.94759,0.97685,0.89684,0.44433,0.31548,0.9277,0.007822,0.007822,0.007822
24,2665.14,0.63208,0.54102,1.07486,0.97829,0.93879,0.97619,0.90359,0.43643,0.31179,0.92137,0.007723,0.007723,0.007723
25,2773.37,0.6193,0.53562,1.06679,0.97068,0.94228,0.97565,0.90641,0.42098,0.30507,0.91795,0.007624,0.007624,0.007624
26,2881.96,0.60153,0.52483,1.05612,0.97785,0.94607,0.98026,0.91507,0.41414,0.29174,0.90841,0.007525,0.007525,0.007525
27,2990.31,0.59268,0.5091,1.0503,0.97899,0.95289,0.9786,0.91453,0.40921,0.28929,0.90419,0.007426,0.007426,0.007426
28,3098.48,0.58531,0.49499,1.04498,0.96925,0.96312,0.97888,0.91559,0.40656,0.27995,0.90281,0.007327,0.007327,0.007327
29,3207.17,0.57989,0.49957,1.04313,0.97376,0.9531,0.97729,0.91876,0.38739,0.28007,0.89459,0.007228,0.007228,0.007228
30,3315.59,0.57667,0.49044,1.04186,0.97693,0.95024,0.97847,0.92177,0.3798,0.27419,0.88686,0.007129,0.007129,0.007129
31,3424.05,0.56339,0.47921,1.03743,0.97777,0.95066,0.97856,0.92513,0.3723,0.26682,0.88501,0.00703,0.00703,0.00703
32,3532.59,0.55535,0.46791,1.02931,0.98133,0.95301,0.97939,0.92777,0.36193,0.26191,0.87922,0.006931,0.006931,0.006931
33,3641.15,0.5496,0.4673,1.0251,0.98732,0.95581,0.98195,0.93251,0.36046,0.24791,0.87497,0.006832,0.006832,0.006832
34,3749.48,0.5405,0.45346,1.02214,0.98403,0.95965,0.98011,0.93227,0.35451,0.25667,0.8693,0.006733,0.006733,0.006733
35,3857.68,0.5364,0.44927,1.02088,0.98392,0.958,0.98273,0.94091,0.34293,0.24741,0.86142,0.006634,0.006634,0.006634
36,3966.29,0.53507,0.44654,1.01876,0.98534,0.96446,0.98263,0.93975,0.33651,0.23707,0.85965,0.006535,0.006535,0.006535
37,4074.69,0.52449,0.43892,1.01343,0.98959,0.9575,0.98184,0.94468,0.33359,0.2348,0.85801,0.006436,0.006436,0.006436
38,4183.46,0.52246,0.43208,1.01151,0.98344,0.96246,0.98094,0.94345,0.32795,0.24167,0.85296,0.006337,0.006337,0.006337
39,4291.88,0.50941,0.42372,1.00305,0.98988,0.96201,0.98236,0.94223,0.32576,0.23341,0.85086,0.006238,0.006238,0.006238
40,4400.17,0.50673,0.41575,1.00204,0.98506,0.96532,0.9819,0.94827,0.31182,0.22797,0.84353,0.006139,0.006139,0.006139
41,4508.48,0.49616,0.41264,0.99734,0.99188,0.9667,0.98334,0.94861,0.31353,0.22383,0.84586,0.00604,0.00604,0.00604
42,4616.87,0.5001,0.41694,1.00407,0.99268,0.96746,0.9838,0.95262,0.30662,0.22043,0.84232,0.005941,0.005941,0.005941
43,4725.14,0.48679,0.40237,0.99514,0.99296,0.96357,0.98371,0.95117,0.29787,0.21587,0.83531,0.005842,0.005842,0.005842
44,4833.68,0.48175,0.3907,0.99077,0.98575,0.97023,0.98496,0.95567,0.28788,0.2121,0.83089,0.005743,0.005743,0.005743
45,4944.78,0.4777,0.39007,0.98523,0.99025,0.96638,0.9847,0.95772,0.28516,0.20981,0.8288,0.005644,0.005644,0.005644
46,5053.11,0.47652,0.38902,0.9861,0.98877,0.96462,0.98337,0.95403,0.28639,0.21428,0.83188,0.005545,0.005545,0.005545
47,5161.29,0.46137,0.3795,0.98074,0.99058,0.96602,0.98407,0.95814,0.28071,0.20636,0.82874,0.005446,0.005446,0.005446
48,5269.65,0.45982,0.3764,0.97912,0.99051,0.96662,0.98492,0.96035,0.27735,0.20566,0.82444,0.005347,0.005347,0.005347
49,5377.92,0.45695,0.37451,0.97756,0.98672,0.96951,0.98579,0.96282,0.26928,0.20327,0.81853,0.005248,0.005248,0.005248
50,5486.23,0.44911,0.36703,0.97294,0.98927,0.96843,0.98472,0.95963,0.27039,0.19994,0.82164,0.005149,0.005149,0.005149
51,5594.41,0.44511,0.35899,0.9704,0.98861,0.96949,0.98568,0.96276,0.26275,0.19915,0.81437,0.00505,0.00505,0.00505
52,5703.2,0.44368,0.35959,0.96931,0.99069,0.96745,0.98482,0.96407,0.25937,0.20195,0.81259,0.004951,0.004951,0.004951
53,5811.6,0.43687,0.35728,0.96874,0.99265,0.96515,0.98425,0.9652,0.25418,0.19667,0.81052,0.004852,0.004852,0.004852
54,5919.9,0.4311,0.3506,0.96342,0.99168,0.96181,0.98445,0.96528,0.24863,0.19379,0.81062,0.004753,0.004753,0.004753
55,6028.23,0.42203,0.33784,0.96093,0.99343,0.96649,0.98582,0.96691,0.24479,0.19172,0.80594,0.004654,0.004654,0.004654
56,6136.67,0.41866,0.34033,0.95999,0.98936,0.97017,0.98576,0.96827,0.242,0.18832,0.80566,0.004555,0.004555,0.004555
57,6244.91,0.42206,0.34379,0.95829,0.99009,0.96811,0.98427,0.96683,0.24548,0.1926,0.8062,0.004456,0.004456,0.004456
58,6355.97,0.41057,0.3334,0.95639,0.99149,0.97015,0.98557,0.96937,0.24067,0.18938,0.80434,0.004357,0.004357,0.004357
59,6469.53,0.40454,0.32259,0.95172,0.99137,0.96973,0.98516,0.96841,0.23787,0.19067,0.80368,0.004258,0.004258,0.004258
60,6582.84,0.40053,0.31878,0.94867,0.99226,0.9693,0.9864,0.97079,0.23409,0.18347,0.80071,0.004159,0.004159,0.004159
61,6696.49,0.3975,0.32294,0.94703,0.99224,0.96804,0.98603,0.97117,0.23314,0.1796,0.80089,0.00406,0.00406,0.00406
62,6810.14,0.39316,0.31754,0.94513,0.99129,0.96764,0.98637,0.97221,0.23083,0.18202,0.80152,0.003961,0.003961,0.003961
63,6923.69,0.38687,0.31074,0.94458,0.99098,0.96956,0.98664,0.97198,0.22645,0.18099,0.79794,0.003862,0.003862,0.003862
64,7037.05,0.38186,0.30553,0.94246,0.99091,0.96943,0.98652,0.97261,0.22087,0.17745,0.79495,0.003763,0.003763,0.003763
65,7150.66,0.38354,0.30654,0.94195,0.98974,0.96913,0.98617,0.97238,0.22168,0.17778,0.7968,0.003664,0.003664,0.003664
66,7264.54,0.37691,0.3048,0.93891,0.99257,0.96673,0.98642,0.97246,0.22146,0.17735,0.79756,0.003565,0.003565,0.003565
67,7379.02,0.3708,0.30082,0.93679,0.99003,0.97017,0.98619,0.97297,0.22174,0.17894,0.79837,0.003466,0.003466,0.003466
68,7493.44,0.36687,0.29375,0.93577,0.99447,0.9673,0.98598,0.97253,0.22026,0.17851,0.797,0.003367,0.003367,0.003367
69,7606.23,0.36352,0.29244,0.93418,0.99167,0.96841,0.98611,0.97389,0.21744,0.17657,0.79439,0.003268,0.003268,0.003268
70,7719.84,0.35655,0.28421,0.92982,0.99116,0.97036,0.98662,0.97528,0.21318,0.17379,0.7923,0.003169,0.003169,0.003169
71,7833.76,0.35562,0.28081,0.93,0.99096,0.9684,0.98682,0.97545,0.21049,0.17453,0.79051,0.00307,0.00307,0.00307
72,7947.26,0.35008,0.27843,0.92385,0.99219,0.96973,0.98679,0.97511,0.20786,0.16904,0.78905,0.002971,0.002971,0.002971
73,8060.57,0.3449,0.27631,0.92552,0.99137,0.97076,0.98623,0.97454,0.20533,0.16861,0.788,0.002872,0.002872,0.002872
74,8173.8,0.34238,0.27549,0.92297,0.99205,0.96857,0.98581,0.97465,0.20321,0.16787,0.78784,0.002773,0.002773,0.002773
75,8287.04,0.3396,0.27033,0.92174,0.98943,0.9706,0.98569,0.97495,0.20037,0.16724,0.78649,0.002674,0.002674,0.002674
76,8400.24,0.33748,0.26772,0.92292,0.98952,0.97149,0.98566,0.97492,0.19817,0.16573,0.78544,0.002575,0.002575,0.002575
77,8513.36,0.33369,0.26608,0.91954,0.98876,0.97172,0.98582,0.97564,0.19698,0.16521,0.78489,0.002476,0.002476,0.002476
78,8626.84,0.32542,0.26063,0.91508,0.98903,0.97093,0.98577,0.97594,0.19592,0.16333,0.78451,0.002377,0.002377,0.002377
79,8740.29,0.32191,0.25628,0.91297,0.98927,0.97061,0.98575,0.97627,0.19437,0.1626,0.78344,0.002278,0.002278,0.002278
80,8853.91,0.32202,0.25242,0.91533,0.98944,0.97044,0.98556,0.97613,0.19332,0.1621,0.78311,0.002179,0.002179,0.002179
81,8967.95,0.31377,0.25007,0.91008,0.99049,0.9704,0.9856,0.97597,0.19207,0.16181,0.78274,0.00208,0.00208,0.00208
82,9081.9,0.3094,0.24827,0.90832,0.99064,0.97033,0.98559,0.97656,0.191,0.16131,0.782,0.001981,0.001981,0.001981
83,9196.82,0.30771,0.24499,0.90786,0.99075,0.97033,0.98546,0.97658,0.19017,0.16177,0.78156,0.001882,0.001882,0.001882
84,9310.37,0.30346,0.24364,0.90756,0.99093,0.97065,0.98577,0.97698,0.18963,0.16193,0.78134,0.001783,0.001783,0.001783
85,9423.93,0.30252,0.24228,0.90909,0.99087,0.97068,0.98591,0.97702,0.18911,0.16103,0.7813,0.001684,0.001684,0.001684
86,9537.37,0.29826,0.23762,0.90457,0.99085,0.97061,0.98593,0.97713,0.18802,0.16195,0.78104,0.001585,0.001585,0.001585
87,9650.8,0.29335,0.23392,0.903,0.99082,0.97057,0.98606,0.9774,0.18703,0.1613,0.78071,0.001486,0.001486,0.001486
88,9764.15,0.28931,0.23067,0.90141,0.99083,0.97051,0.98615,0.97755,0.18614,0.16068,0.78045,0.001387,0.001387,0.001387
89,9877.63,0.28558,0.22542,0.89999,0.99102,0.97024,0.98637,0.97768,0.18532,0.15987,0.77994,0.001288,0.001288,0.001288
90,9990.98,0.2832,0.22426,0.9002,0.99029,0.97108,0.98643,0.97812,0.18468,0.15991,0.77974,0.001189,0.001189,0.001189
91,10130.8,0.19382,0.14496,0.81802,0.99016,0.97157,0.98647,0.97816,0.18398,0.15946,0.77931,0.00109,0.00109,0.00109
92,10242.9,0.18475,0.1384,0.81449,0.99135,0.97035,0.98644,0.97839,0.18185,0.15823,0.77777,0.000991,0.000991,0.000991
93,10355.1,0.17607,0.13264,0.80981,0.99156,0.97034,0.98647,0.97819,0.18056,0.15645,0.77697,0.000892,0.000892,0.000892
94,10467.1,0.17061,0.12911,0.80832,0.99152,0.97028,0.98524,0.97799,0.17951,0.15567,0.77646,0.000793,0.000793,0.000793
95,10579.1,0.16602,0.12608,0.80969,0.99035,0.97151,0.98526,0.97822,0.1782,0.15523,0.77584,0.000694,0.000694,0.000694
96,10691.2,0.16248,0.12194,0.80943,0.99033,0.97157,0.98634,0.97844,0.17712,0.15483,0.7753,0.000595,0.000595,0.000595
97,10803.4,0.15751,0.11953,0.80335,0.9904,0.97157,0.98636,0.97849,0.17615,0.15509,0.77483,0.000496,0.000496,0.000496
98,10915.5,0.15435,0.11755,0.80641,0.99044,0.9716,0.9866,0.97874,0.17507,0.15412,0.77441,0.000397,0.000397,0.000397
99,11027.7,0.1505,0.11434,0.80217,0.99047,0.97159,0.98654,0.97869,0.17413,0.15388,0.77404,0.000298,0.000298,0.000298
100,11139.8,0.1489,0.11263,0.80432,0.9907,0.97138,0.98632,0.97862,0.17338,0.1539,0.77366,0.000199,0.000199,0.000199
