epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,4556.8,0.69308,0.578,1.125,0.97946,0.95676,0.98559,0.89766,0.47848,0.31052,0.96462,0.005644,0.005644,0.005644
46,4671.61,0.69563,0.56474,1.12582,0.96874,0.95882,0.98828,0.89897,0.47772,0.30072,0.97073,0.005545,0.005545,0.005545
47,4785.16,0.68717,0.55323,1.11983,0.98255,0.96154,0.98742,0.90149,0.47598,0.29298,0.96819,0.005446,0.005446,0.005446
48,4899.08,0.68086,0.55745,1.11487,0.9764,0.95569,0.98883,0.90847,0.47065,0.30193,0.96823,0.005347,0.005347,0.005347
49,5012.95,0.67566,0.54101,1.10894,0.97312,0.96154,0.98804,0.90974,0.45901,0.29108,0.95824,0.005248,0.005248,0.005248
50,5126.48,0.66133,0.53691,1.10375,0.96645,0.96488,0.98692,0.90843,0.46299,0.29128,0.9567,0.005149,0.005149,0.005149
51,5240.34,0.6703,0.54154,1.11221,0.97309,0.96321,0.98624,0.91536,0.44707,0.28441,0.94567,0.00505,0.00505,0.00505
52,5353.91,0.65873,0.53396,1.1047,0.97245,0.96823,0.98707,0.91494,0.4475,0.28331,0.94506,0.004951,0.004951,0.004951
53,5467.43,0.64483,0.5218,1.0962,0.97463,0.96368,0.98599,0.9185,0.42845,0.27909,0.93365,0.004852,0.004852,0.004852
54,5581.09,0.64022,0.51966,1.09723,0.98129,0.96461,0.98818,0.91903,0.42682,0.26896,0.93674,0.004753,0.004753,0.004753
55,5694.51,0.62788,0.50155,1.0867,0.97401,0.97119,0.98804,0.9173,0.42665,0.26708,0.93631,0.004654,0.004654,0.004654
56,5807.72,0.63898,0.50258,1.08939,0.98046,0.96517,0.98982,0.91985,0.42544,0.27112,0.92775,0.004555,0.004555,0.004555
57,5921.45,0.63017,0.49956,1.08425,0.97321,0.97205,0.99135,0.92383,0.41324,0.25766,0.92378,0.004456,0.004456,0.004456
58,6035.18,0.62222,0.50038,1.08078,0.98668,0.96154,0.99051,0.92487,0.41467,0.25257,0.92326,0.004357,0.004357,0.004357
59,6148.8,0.60567,0.48431,1.07435,0.97539,0.96107,0.98697,0.92171,0.41395,0.26114,0.92351,0.004258,0.004258,0.004258
60,6262.53,0.60243,0.46973,1.06555,0.97334,0.9699,0.99044,0.92663,0.41148,0.26194,0.9196,0.004159,0.004159,0.004159
61,6376.37,0.60823,0.47947,1.0742,0.97729,0.97156,0.99086,0.92563,0.41074,0.2631,0.92211,0.00406,0.00406,0.00406
62,6489.74,0.60008,0.47526,1.07047,0.97431,0.97074,0.99001,0.92836,0.40074,0.25298,0.9141,0.003961,0.003961,0.003961
63,6603.06,0.59021,0.47425,1.05915,0.98619,0.9607,0.99097,0.92831,0.40153,0.25604,0.91494,0.003862,0.003862,0.003862
64,6716.58,0.58649,0.45863,1.05763,0.98212,0.96455,0.99073,0.92991,0.4005,0.25369,0.91203,0.003763,0.003763,0.003763
65,6830.01,0.57556,0.45626,1.05582,0.97732,0.9727,0.9902,0.93341,0.38984,0.24925,0.90892,0.003664,0.003664,0.003664
66,6943.74,0.56999,0.44472,1.0462,0.98225,0.97148,0.98924,0.93492,0.38753,0.24362,0.90862,0.003565,0.003565,0.003565
67,7057.24,0.57961,0.44774,1.05918,0.97771,0.97659,0.98888,0.9342,0.38809,0.24088,0.90645,0.003466,0.003466,0.003466
68,7170.86,0.56845,0.45415,1.05499,0.97827,0.97858,0.98926,0.93968,0.3822,0.23756,0.9038,0.003367,0.003367,0.003367
69,7284.85,0.55197,0.43224,1.04166,0.98531,0.97492,0.98997,0.93908,0.3802,0.23249,0.9016,0.003268,0.003268,0.003268
70,7398.5,0.55761,0.43719,1.04497,0.98404,0.97933,0.98946,0.9416,0.37212,0.22276,0.89684,0.003169,0.003169,0.003169
71,7512.33,0.54881,0.42974,1.03995,0.97969,0.97659,0.98962,0.94523,0.36368,0.22614,0.8909,0.00307,0.00307,0.00307
72,7626.07,0.546,0.41837,1.03765,0.98339,0.97408,0.98971,0.94589,0.35967,0.22236,0.88734,0.002971,0.002971,0.002971
73,7739.79,0.5384,0.41028,1.03357,0.98306,0.97575,0.99005,0.94728,0.35741,0.2232,0.89051,0.002872,0.002872,0.002872
74,7853.15,0.53319,0.41117,1.03274,0.97779,0.97575,0.98934,0.94774,0.34682,0.22073,0.87867,0.002773,0.002773,0.002773
75,7966.95,0.52436,0.40484,1.02581,0.98298,0.97659,0.98978,0.94844,0.34543,0.22165,0.87846,0.002674,0.002674,0.002674
76,8080.87,0.51876,0.39935,1.01826,0.98395,0.97367,0.99194,0.94896,0.34456,0.2206,0.87824,0.002575,0.002575,0.002575
77,8194.36,0.51242,0.39396,1.02074,0.98774,0.96739,0.99083,0.95005,0.34601,0.21705,0.88086,0.002476,0.002476,0.002476
78,8307.8,0.50378,0.38358,1.01732,0.99225,0.96386,0.98962,0.9519,0.3445,0.21754,0.88052,0.002377,0.002377,0.002377
79,8421.44,0.50836,0.38974,1.02105,0.9839,0.97102,0.98958,0.95282,0.33731,0.21284,0.87426,0.002278,0.002278,0.002278
80,8535.28,0.50343,0.38854,1.01697,0.98804,0.96739,0.99029,0.9514,0.33779,0.21475,0.87565,0.002179,0.002179,0.002179
81,8649.37,0.4998,0.38669,1.01324,0.98129,0.97575,0.99032,0.95248,0.33678,0.21244,0.87779,0.00208,0.00208,0.00208
82,8762.69,0.49072,0.37986,1.00692,0.97975,0.98244,0.98998,0.95313,0.33561,0.21146,0.8787,0.001981,0.001981,0.001981
83,8876.49,0.48983,0.3694,1.00734,0.98511,0.9791,0.99047,0.95302,0.33243,0.2112,0.87671,0.001882,0.001882,0.001882
84,8990.01,0.47595,0.36562,1.00262,0.98088,0.98077,0.99028,0.95349,0.32735,0.20902,0.87367,0.001783,0.001783,0.001783
85,9103.86,0.47179,0.36056,1.0029,0.98549,0.97492,0.99034,0.95539,0.32459,0.20832,0.87202,0.001684,0.001684,0.001684
86,9218.72,0.46759,0.35434,0.99663,0.98486,0.97926,0.99166,0.9562,0.32201,0.20366,0.87201,0.001585,0.001585,0.001585
87,9333.53,0.46112,0.35336,0.99725,0.98112,0.98161,0.99109,0.95803,0.31993,0.20074,0.87086,0.001486,0.001486,0.001486
88,9448.08,0.46314,0.34829,1.00194,0.98251,0.97993,0.99103,0.95805,0.31859,0.20087,0.87136,0.001387,0.001387,0.001387
89,9563.02,0.45749,0.34583,0.99782,0.9896,0.97408,0.99154,0.96007,0.3177,0.20005,0.87119,0.001288,0.001288,0.001288
90,9677.61,0.45227,0.34813,0.99651,0.98342,0.9791,0.99203,0.96083,0.31514,0.19936,0.86948,0.001189,0.001189,0.001189
91,9815.96,0.30954,0.21279,0.887,0.98339,0.9791,0.99231,0.96106,0.31548,0.2008,0.86913,0.00109,0.00109,0.00109
92,9929.26,0.29974,0.19442,0.88502,0.98514,0.97742,0.99164,0.96082,0.31214,0.19909,0.86789,0.000991,0.000991,0.000991
93,10042.5,0.28773,0.18894,0.8705,0.98898,0.97554,0.99184,0.96208,0.30845,0.19703,0.86619,0.000892,0.000892,0.000892
94,10155.7,0.2773,0.18201,0.86943,0.98899,0.97622,0.99212,0.96248,0.30475,0.1943,0.86465,0.000793,0.000793,0.000793
95,10268.4,0.27251,0.1772,0.86179,0.98863,0.97659,0.99226,0.9626,0.30236,0.19465,0.86309,0.000694,0.000694,0.000694
96,10380.7,0.26943,0.1764,0.86196,0.98983,0.97635,0.99292,0.96289,0.30029,0.194,0.86141,0.000595,0.000595,0.000595
97,10493.4,0.26176,0.17043,0.86179,0.99002,0.97826,0.99284,0.96383,0.29828,0.19336,0.86061,0.000496,0.000496,0.000496
98,10606.8,0.25642,0.1686,0.86026,0.98948,0.97826,0.99282,0.96463,0.29646,0.19264,0.85981,0.000397,0.000397,0.000397
99,10720.3,0.25103,0.16596,0.85282,0.98891,0.97826,0.9928,0.96427,0.29535,0.19122,0.85972,0.000298,0.000298,0.000298
100,10833.3,0.24692,0.16135,0.85122,0.98985,0.97821,0.99281,0.96523,0.29467,0.19051,0.85965,0.000199,0.000199,0.000199
